publishedAt,authorDisplayName,textDisplay,sentiment,paslon
2024-10-19T01:12:58Z,@damanhuri6309,,netral,0
2024-10-19T01:07:25Z,@agusazzamalfatih2821,bu risma kog anak banteng ya,netral,2
2024-10-19T01:04:50Z,@widodowidodo1384,jawatimur maju sejahtera bebas korupsi y bu rismalah,netral,2
2024-10-19T00:49:46Z,@arochianilhamdzi4240,,netral,0
2024-10-19T00:19:18Z,@richartsahatatuamanurung9514,setuju dgn bu risma,netral,2
2024-10-19T00:18:27Z,@saifulahmad2158,tetep bu risma hati,netral,2
2024-10-19T00:15:50Z,@slamethariadi6604,yg heran yg undang studio orng orng joz tpi kog kadang ingatkan mc sorak sorak nya,netral,0
2024-10-19T00:15:17Z,@dwicahya-c6k,kualitas public speaking krna mantan dpr pkb komunikasi bicara hasil kepemimpinan yg gak dirasakan masyarakat jatim bicara hati tulus kemajuan jatim risma calon cagub jatim yg layak indonesia maju adil bebas korupsi,netral,2
2024-10-23T15:58:06Z,@samsulhidayat2940,no gk tau mending diam,netral,0
2024-10-26T10:01:19Z,@sugengdaluh9781,no jari kelingking jokowi,positif,0
2024-10-19T00:13:51Z,@hesti-ch2cu,bu riema n gus hand doakan amnaah alloh swt mnjadi pemimpin jatim bismilah menang quot hanura nkri,netral,2
2024-10-19T00:13:07Z,@marpinani,risma menang,netral,2
2024-10-19T00:05:44Z,@mr.harissetyawan5104,bu risma yg cocok tarik contoh aja yg berani tutup dolly bu risma yg aja berani rubah berani sikat pemgalaman track record yg pemimpin dipilih jago kerja jago menjilat,netral,2
2024-10-20T07:36:14Z,@zakariasundulangit1215,bu risma wani kewenangannya br br nek umpomo ridwan dadi walikota suroboyo yo wani br tergantung kewenangan,netral,2
2024-10-18T23:58:40Z,@nagaeka8998,bu risma jatim,netral,2
2024-10-18T23:52:24Z,@dwicahya-c6k,durasi pendek menit detik efektif coba menit problematikan jatim panelis simbolis aja panelis langsung live tanggapan yg rasional biar rakyat tau kualitas calon pemimpinnya,netral,0
2024-10-19T02:02:20Z,@siregarhariman2064,panelis mrk hnya membaca doang mending pembawa acara aja tinggal baca,netral,0
2024-10-18T23:48:56Z,@caturbudiono6629,bu risma karakter pemimpin yg tdk jago ngomong kerjanya,netral,2
2024-10-18T23:44:06Z,@m.azizmaulana5097,surprisingly bu luluk cakap dlm debat,netral,3
2024-10-18T23:41:51Z,@danialsalam5751,risma,netral,2
2024-10-18T23:40:53Z,@giganetjember-z8e,bu risma jemberrrrrrr menang,netral,2
2024-10-18T23:40:00Z,@dwicahya-c6k,bu risma the best,netral,2
2024-10-18T23:34:10Z,@giganetjember-z8e,rismaaaaaaaa,netral,2
2024-10-18T22:56:26Z,@romani9534,suka bu risma liat partainya,netral,2
2024-10-19T01:52:57Z,@ningainiulibad,partai utk d liat partai pengusungnya sesosok bu risma ditunggu jawa timur,netral,2
2024-10-19T10:06:31Z,@sulungRagil-lb2bs,ningainiubetul bangetlibad,netral,0
2024-10-18T22:39:58Z,@christianadewawan4751,risma up up,netral,2
2024-10-18T22:24:35Z,@cahyodwi7989,kecerdasan milik bu kofifah gassskan periode,negatif,0
2024-10-18T22:21:41Z,@cahyodwi7989,gaskan bu kofifah juoossss,netral,0
2024-10-18T22:21:12Z,@isanuddinachmad7614,paslon berambisi amp,positif,0
2024-10-18T22:17:12Z,@cahyodwi7989,gassskan kofifah periode,netral,0
2024-10-18T22:15:22Z,@cahyodwi7989,yo panggah bu kofifah,netral,0
2024-10-18T22:09:04Z,@richartsahatatuamanurung9514,bu tririsma i love you so much,netral,2
2024-10-18T22:08:36Z,@richartsahatatuamanurung9514,tulus pandai berretorika tulus terampil,positif,0
2024-10-18T22:07:00Z,@richartsahatatuamanurung9514,bu trisma tulus jujur memeluk rakyatnya dgn hati,netral,2
2024-11-02T09:18:31Z,@darmuji6276,orang gitu d lihat orang g sampek pintu d gembok orang sholat g bsh sampek sholat d pintu,netral,0
2024-10-18T22:06:23Z,@richartsahatatuamanurung9514,trisma mrenang,positif,2
2024-10-18T22:05:27Z,@RontoWijiyo,bu risma juosss,netral,2
2024-10-18T22:02:43Z,@achmadsya4866,bu risma terbukti kerjanya,netral,2
2024-10-19T01:44:16Z,@chochoasen1476,terbukti emang gubernur,positif,3
2024-10-19T14:31:26Z,@7_zarifanurinnisa418,terbukti walkot sby periode mensos tdk dipanggil,netral,0
2024-10-18T21:50:31Z,@abduhmc,risma baca buku,netral,2
2024-10-18T23:46:30Z,@giganetjember-z8e,mang eak,positif,0
2024-10-18T21:32:45Z,@anzhimakala8920,bu rismaa jlas,netral,2
2024-10-18T21:16:40Z,@Pipaalir,debat debat jkt kemaren pepesan kosong dagelan topeng monyet,netral,0
2024-10-18T20:56:59Z,@MohJady,saudi gabung bingung pilih bu luluk burisma duanya bagus,netral,2
2024-10-18T20:44:56Z,@sandratarotchannel7382,malang bu risma bismillah gubernur jatim,netral,2
2024-10-19T01:39:40Z,@chochoasen1476,malang kota bu khofifah hehehehe woles,netral,1
2024-10-19T09:47:12Z,@sulungRagil-lb2bs,pilih tri risma,netral,2
2024-10-18T20:43:25Z,@hendrachem3613,mah modal frontal mslah pengangguran yg yg utama individu yg nilai kterampilan mskpun pengangguran y mustahil,netral,0
2024-10-18T20:35:15Z,@arians2619,gresik all in bu,positif,0
2024-10-18T20:29:20Z,@CRLWLNS,gak pilih karna jkt berharap jatim dipimpin bu risma br beruntung warga jatim bu risma yg memimpin,netral,2
2024-10-22T19:51:22Z,@IndraDewa-is6ov,,netral,0
2024-10-18T20:27:47Z,@sumidahalihsaniofficial612,thebest bu luluk khofifah yes pilihan hati,netral,1
2024-10-18T20:24:46Z,@Ar_Rayyan_Eyes,masyarakat jawa timur cerdas jgn pilih pemimpin suka obral yg menepati janji quot,netral,0
2024-10-19T09:42:55Z,@sulungRagil-lb2bs,tri risma,netral,2
2024-10-22T21:07:13Z,@IndraDewa-is6ov,semangat ya risma salam hormat partai pdip megawati ku mas indra dewa suharto istriku tercinta mba mirahwati mojang kota boyolali jawa bayi ku lahir pemalang jawa i love you partai pdip megawati dewa keluarga jawa timur amp jawa amp mas dewo keluarga partai,netral,2
2024-10-18T20:22:30Z,@imamsaripin356,mantap bu risma,netral,2
2024-10-18T20:22:24Z,@bobynardo4951,semoga bu risma menang jatim sebage gubernur jatim,netral,2
2024-10-18T20:19:39Z,@Bdidhhsjks,kog bilang kesehatan gratis kesehatan gratis visi misi jaminan kesehatan tertera uu ya gratis gratis yg dgn kepemimpinannya,netral,0
2024-10-18T20:13:31Z,@andreasb182,wow calonnya wanita nih serem,netral,0
2024-10-18T19:46:03Z,@achmadwiyanto7554,biyen kopipa saiki wayae bu risma gaonok liyane ngerti a br bu trirismaharini wayae jawa timur br gass bu risma tok,netral,2
2024-10-18T22:15:59Z,@cahyodwi7989,hhhhh,netral,0
2024-10-18T19:41:44Z,@Bdidhhsjks,khofifah,netral,1
2024-10-18T19:26:17Z,@slametarivinarivin4628,bu risma gus,netral,2
2024-10-18T19:25:10Z,@slametarivinarivin4628,ngomong emil perna blusuk an sih ngk tau lulus an sma yg susah cari krja krja ndk nentu kyk kurir kuli bangun an sesue ijaza nya yg quot krja nya sprti,netral,1
2024-10-18T19:04:09Z,@purwakarya9786,bojonegoro los bu risma,netral,2
2024-10-18T19:03:51Z,@padimenguningofficial337,madura all in bu risma,netral,2
2024-10-18T18:44:07Z,@nurhuda8922,bojonegoro fuul bu risma,netral,2
2024-10-18T18:44:03Z,@TobiasFerreira-k3q,but risma me ang lunar,netral,2
2024-10-18T18:34:59Z,@JonatanSetyadi,bu risma dipilih gub jatim,netral,2
2024-10-18T18:33:45Z,@NS-p1c,alhamdulillah semoga bu risma menang,netral,2
2024-10-18T18:32:49Z,@dendysetya2193,rismaa tokkkk,netral,2
2024-10-18T18:29:11Z,@abdulrhmanmakkah6316,semoga terpilih gubernur jawa timur,netral,3
2024-10-18T18:26:47Z,@slametarivinarivin4628,kopipah pinter ngomong aja cobak tnya saudra quot yg madura tapal kuda yg perbuwat kopipah janji yg bukti br jombang merasakan perubah an,netral,0
2024-10-18T18:25:25Z,@slametarivinarivin4628,jombang bu risma,netral,2
2024-10-20T17:06:13Z,@Mangkhoo,wajib hukumnya kawal tularkan tetangga br bu risma menang jombang,netral,2
2024-10-18T18:17:07Z,@adityacandra3182,ibuk risma josss,netral,2
2024-10-18T18:11:59Z,@sandisme,pembawa acara yg perempuan keren euuuuuuy meuni sabar,netral,0
2024-10-18T18:11:10Z,@kusnadi9277,bu risma dg kayaknya ngomong jgn mknya sok warga jatim cari yg jago pidato jago kerja klw mah mendibg pilih risma,netral,2
2024-10-18T18:07:48Z,@arissetiawan9822,jaman covid bu risma mengadakan test pcr warga dgn mobil pcr dgn mendadak pemprov menarik mobilnya daerah br gubernurnya,netral,2
2024-10-19T03:23:06Z,@deaanan5926,risma mensos dijegal,netral,2
2024-10-19T09:44:32Z,@sulungRagil-lb2bs,iya intinya pilih tri risma,netral,2
2024-10-18T17:59:51Z,@bahrululum3223,lumajang bu risma mendukung,netral,2
2024-10-18T17:54:37Z,@andiksuhermanto1400,wayahe bu risma,netral,2
2024-10-18T17:52:34Z,@imranakhmadannahdliyah,all in kopipah,netral,0
2024-10-18T18:51:06Z,@agsm137,hibah dana,netral,0
2024-10-18T17:47:07Z,@tomsmanggala8744,bismillah pilih bu risma,netral,2
2024-10-18T17:46:28Z,@PutraAndika-ji3fb,kesehatan gratis uda yg aneh nakesnya gak dibayar yg honorer sukarelawan,netral,0
2024-10-18T17:38:43Z,@arifgunawanms,bu risma visi misi,netral,2
2024-10-18T18:51:45Z,@agsm137,maksdnya,positif,0
2024-10-18T17:37:35Z,@arifgunawanms,visi misi,netral,0
2024-10-18T17:28:54Z,@bbemzshananta4264,bu risma the best br bu luluk tenang patut contoh,netral,2
2024-10-19T01:56:30Z,@gitaagustria8574,bu luluk sdh debat d acara talk show,netral,3
2024-10-19T08:05:04Z,@bbemzshananta4264,iya melatih jg anggota dpr ri kmaren jd udh terbiasa rapat debat manusia pinter ngomong br seneng aja ngeliatnya perempuan public speaking bagus tenang patut contoh tuh kalo perempuan,netral,2
2024-10-19T09:41:35Z,@sulungRagil-lb2bs,tri risma,netral,2
2024-10-18T17:28:38Z,@imampangestu3385,orang jawa timur bu khofifah menang,netral,1
2024-10-18T17:26:20Z,@ferybukit,lanjutkan bu khofifah joshh semangat,netral,1
2024-10-18T18:48:07Z,@agsm137,memalukan muslimat kejar kpk br benci tp calon yg bersih br jg bu kofifah,netral,0
2024-10-18T19:04:25Z,@ferybukit,wkwkwk bersih hare wkwkwkw maaf suka banteng mak erotnya kpk aman tuh bukti hehehe yg satunya aman nyapres kemarin peringkat capresnya kasusnya bingungkan wkwkwkwk yg tau cerita nya ngak gitu yg ngak tau cerita nya wkwkwkwk,netral,0
2024-10-18T21:32:40Z,@penafauzy,lanjutkan kemiskinan kkn,positif,0
2024-10-18T22:22:05Z,@cahyodwi7989,bu kofifah,netral,0
2024-10-18T23:49:55Z,@caturbudiono6629,dana hibah,netral,0
2024-10-18T17:23:39Z,@eddogawat,greget debatnya,netral,0
2024-10-18T17:45:57Z,@ngisornduwur5092,debat pilgub banten,netral,0
2024-10-18T17:49:44Z,@eddogawat,wow,netral,0
2024-10-18T17:17:02Z,@kukuh_w_pratomo,risma,netral,2
2024-10-18T17:15:20Z,@wiranegara4836,bu risma pemimpin praktek ahli berpidato berteori melu,netral,2
2024-10-18T17:13:43Z,@riesdyah,membuktikan jawa timur berhasil provinsi penuh prestasi lanjutkan,positif,0
2024-10-18T18:52:34Z,@agsm137,prestasinya opo brow br dana hibah ye,netral,0
2024-10-18T19:33:59Z,@purwakarya9786,berhasil,netral,0
2024-10-18T23:52:17Z,@caturbudiono6629,,netral,0
2024-10-19T03:18:48Z,@unclesam3394,dibayar piro pean iso ngmong kyok ngene,netral,0
2024-10-18T17:13:12Z,@Perintismuda01,bu risma kerja jozz all in jatim,netral,2
2024-10-18T17:13:09Z,@MuliadiAlsaidi,srikandi calgub,netral,0
2024-10-18T17:04:47Z,@suswanto9987,bismillah semangat istiqomah risma,netral,2
2024-10-18T17:02:51Z,@Budioso-je3xd,paslon cawagub pollowupnya mengena realita,netral,0
2024-10-18T16:52:49Z,@galanggpt6814,kawal suara mak e ben gak curangi seng wedeni mek kalah karo wasite pokok kawal dulur,netral,0
2024-10-18T17:45:41Z,@DESAKEBONCANDI,megito,netral,0
2024-10-18T22:22:28Z,@cahyodwi7989,jjjhhhhh,netral,0
2024-10-18T16:49:52Z,@yahyajayayanti2374,sya warga jatim kofifah kerjanya gak tau setau sya berambisi nyagub kalah lawan pakde karwo trus menang bu risma ae yg gak ambisius tpi kerjanya,netral,2
2024-10-18T18:25:06Z,@slametarivinarivin4628,ya kalah lawan pakde karwo gus ipul menang pas pakde karwo maju br tahung ngk ngapa quot in ngenes bolo jatim br jombang ra enek perubah an blass teko provinsi yg pimpin kopipah,netral,2
2024-10-18T22:23:36Z,@cahyodwi7989,berubaho dwe to,positif,0
2024-10-19T01:32:37Z,@sulyadialvin-nt8xm,kepala daerah pola pikir minus,netral,0
2024-10-19T01:48:37Z,@mistersuntoro9912,orang quot cerdas merubah nasibnya termssuk merubah pemimpinya,netral,0
2024-10-19T04:43:08Z,@ryangussanda4807,khofifah dadi gubernur gak mbeneh blas,netral,1
2024-10-18T16:49:46Z,@henymufida07,blitar bu,netral,0
2024-10-18T16:49:16Z,@galanggpt6814,mak e jawa timur kampung mak risma gubernur mak,netral,2
2024-10-18T16:45:41Z,@Andipraz,bu risma gugup gpp buu all in bu rismaaaaaa,netral,2
2024-10-18T18:27:43Z,@slametarivinarivin4628,bu risma pintar ngomong pintar kerja br beda noe pinter ngomong aja ngapain aja jatim,negatif,2
2024-10-19T01:34:30Z,@sulyadialvin-nt8xm,gak covid pemulihan ekonomi covid lu penerima bantuan covid gak denger penjelasan khofifah pertanian dll,netral,1
2024-10-19T09:45:57Z,@sulungRagil-lb2bs,pilih tri risma,netral,2
2024-10-18T16:45:18Z,@WENINEGUSTI,mantap calon gubernur perempuan,netral,3
2024-10-18T16:44:49Z,@bamnowchannel8116,tulung agung hadir br semoga bu risma br manjadi jatim br aamiin,netral,2
2024-10-18T18:43:49Z,@agsm137,ta mak,positif,0
2024-10-18T16:44:35Z,@JakaTingkir-kx1px,pinter ngomong mbak lulu bu khofifah pinter kerja bu risma bersih iklas,netral,1
2024-10-18T17:42:19Z,@PutraAndika-ji3fb,pekerjanya dipimpin orang yg suka,netral,0
2024-10-18T18:21:50Z,@agsm137,sekelas doly,positif,0
2024-10-18T18:22:48Z,@slametarivinarivin4628,onk critane gg ngrty jowo jatim kog gg ngrty lucu bu risma lahir kediri surabaya gus hans orang jombang pengasuh ponpes dahrul ulum kopipa pinter ngomong krja nol jalan quot provinsi sidoarjo sampek jombang bergelombang kayak sawah,netral,2
2024-10-18T18:23:13Z,@slametarivinarivin4628,quot pegawai yg becus marah rakyat,netral,0
2024-10-18T19:11:27Z,@AjengAyus-n6q,kotoran dana hibah bersihkan hehehehe bersih enek nyaman,netral,0
2024-10-18T16:43:33Z,@akomando5225,all in bu risma,netral,2
2024-10-18T16:42:49Z,@henymufida07,kemiskinan jatim,netral,0
2024-10-18T16:42:44Z,@asamsingingangel4530,masi ndompleng nama pertanda ga percaya takut kalah amp takut ketauan kalo gak kerja,netral,0
2024-10-18T18:42:54Z,@agsm137,sempet gwo jeneng presiden nyapo ra sempet bahas dana hibah,netral,0
2024-10-19T01:36:05Z,@chochoasen1476,dibarisan yg ya wajar aja menurutku,netral,3
2024-10-19T12:29:46Z,@achmadwiyanto7554,hahahaha,netral,0
2024-10-20T19:24:35Z,@muhamadazis5218,iya bener inget airlangga barisan yg coba nggk barisan yg kayak gimana tuh,netral,0
2024-11-01T02:56:19Z,@oiandreas6205,ho oh,netral,0
2024-10-18T16:40:08Z,@AfiffUsman,awas salah pilih diincar kpk,netral,0
2024-10-19T03:50:07Z,@AispurwaSari,tuh dunk,positif,0
2024-11-01T02:43:16Z,@oiandreas6205,huusrt omng ae,netral,0
2024-10-18T16:39:38Z,@hajiyayasuraya,bu risma gus han,netral,2
2024-10-18T16:39:22Z,@JayaPutra-fj4tj,khofifah nyerocos aja tp gk buktinya kl ngomong gk pakai titik koma gubenur periode gk hasil yg korupsi kl pilih risma aja yg uda terbukti kerjanya walikota surabaya periode mentri korupsi buktikan kl kofifah liat kedepannya buktikan,netral,1
2024-10-18T18:45:25Z,@agsm137,prestasinya kofifah kn kpk br memalukan muslimat incar kpk,netral,0
2024-10-19T04:46:37Z,@ryangussanda4807,khofifah jan gak mbeneh blas neng rakyat,netral,1
2024-10-18T16:28:50Z,@Temendil,khofifah layak,netral,1
2024-10-18T18:53:15Z,@agsm137,layak bawa dana hibah y,positif,0
2024-10-18T16:28:22Z,@rickchannel6093,khofifah risma mengemban tugas menteri sosial era jokowi,netral,1
2024-10-18T18:50:13Z,@agsm137,yg pulang bersih korupsi,netral,0
2024-10-18T16:28:14Z,@salamlestari8896,pendukung sdm rendah,netral,0
2024-10-18T18:57:17Z,@agsm137,maksudte,positif,0
2024-10-18T16:26:43Z,@LeluhurLeluhur,dana hibah kembalikan,positif,0
2024-10-18T18:48:27Z,@agsm137,eman,positif,0
2024-10-18T16:26:36Z,@BusukSaipul,bingung pilih bu risma bu luluk bagus klau bu kopipah jatim gak perkembangan,netral,2
2024-10-18T23:41:51Z,@utimumtaz8575,msh orang tdk bersykur yg buka bis trans jatim tembus gerbang kertasusila iku sopo payah,netral,0
2024-10-19T01:56:34Z,@ihyakulumudin6963,,netral,0
2024-10-19T02:22:44Z,@unclesam3394,udah tugas e bikin transportasi yg layak warga jgn anggap prestasi ya netijen penyepong khofifah br br prestasi program yg bikin diapresiasi diterapkan,netral,1
2024-10-19T18:47:41Z,@ryanastronout699,trans jatim masterplan nya pakde karwo,netral,0
2024-10-19T18:48:21Z,@ryanastronout699,masterplan pakde karwo khofifah tinggal lanjutin aja,netral,1
2024-10-18T16:21:29Z,@qnunamin,berlian,positif,0
2024-10-18T16:21:06Z,@agungpamuji1467,gus hans poin jawabanya,netral,2
2024-10-18T16:13:26Z,@indrahariyanto880,risma,netral,2
2024-10-18T16:12:09Z,@AgungMulyatno-m2s,bu ris ma mantap,netral,0
2024-10-18T16:10:31Z,@AgungMulyatno-m2s,klau sy nyoblos sy pilih bu risma,netral,2
2024-10-18T16:09:48Z,@perdanakarya2495,bu risma hans,positif,2
2024-10-18T16:04:51Z,@fendikistyowantoro7551,bu risma,netral,2
2024-10-18T16:03:01Z,@hulpangestu,warga jatim khofifah perubahan wayae risma,netral,1
2024-10-18T16:41:36Z,@AfiffUsman,ngeri kalo yg pake baju orange,netral,0
2024-10-18T16:02:49Z,@jhofepetruk5005,paslon no janjine muluk gk masuk d,netral,0
2024-10-18T18:55:03Z,@agsm137,bebas br nmanya jg kampanye br yg gk makek dana hibah br muslimat kejar kpk br gk malu ama tuhannya y,netral,0
2024-10-20T16:38:07Z,@jhofepetruk5005,bener bebas ngomong bos janji d tepati jgn masyarakat gak butuh janji butuh bukti janji ny gk d tepatin jgn sampek masyarakat yg miskin miskin yg kaya kaya gak peduli yg jd gubernur yg janji d buktikan jgn smpai kejadian d daerah yg janji ny jd lupa d tagih memutar balikan fakta,netral,3
2024-10-18T16:02:36Z,@sahrul122fitroni8,bu risma,netral,2
2024-10-18T16:02:26Z,@bangadiofficial8699,biar bingung meminpinya lanjutkan aaja,netral,0
2024-10-18T16:01:12Z,@Setiawan-,risma pemarah br br,netral,2
2024-10-18T17:36:59Z,@johnthin_jack5067,pemarah asn pns yg kerjanya lelet,netral,0
2024-10-18T23:53:33Z,@caturbudiono6629,pemarah warganya bos iku namanya pemimpin ojok klemar klemer warganya,netral,0
2024-10-18T16:01:10Z,@rihaldiky-tw1le,bu risma,netral,2
2024-10-18T16:00:26Z,@eryeryanto5314,majuuuu buuuuuuu nomor insha allah menang menang menang,netral,0
2024-10-18T15:59:36Z,@Setiawan-,ngomong aja nggak paham ngomong aja,negatif,0
2024-10-18T15:59:30Z,@dimasputra6541,pasuruan all in bu risma gus hans,netral,2
2024-10-18T17:50:26Z,@imranakhmadannahdliyah,all in kopipah bos,negatif,0
2024-10-19T03:22:33Z,@deaanan5926,imranakhmadannahdliyah gubernur auto pilot maksud kau,netral,3
2024-10-18T15:55:25Z,@Ardans-jo3vr,pkb ngusung calon,positif,2
2024-10-18T15:55:03Z,@ngisornduwur5092,,netral,0
2024-10-18T15:53:29Z,@SyamWalla,khofifah amp emil br,netral,1
2024-10-18T16:18:44Z,@turiahtamara1815,redup,netral,0
2024-10-18T17:43:27Z,@KiuwKiuw-gj9sk,sepi bos lapo ae,netral,0
2024-10-18T23:50:38Z,@caturbudiono6629,gak berasa tuh kepemimpinanya,netral,0
2024-10-19T04:56:23Z,@ryangussanda4807,ra beneh karo rakyat,netral,0
2024-10-18T15:53:08Z,@febryfadhillah,buu rismaa,netral,2
2024-10-18T15:51:38Z,@MuhammadSaikhu-pz2uw,joss bu,positif,0
2024-10-18T18:55:58Z,@agsm137,hibah dana,netral,0
2024-10-18T19:34:52Z,@purwakarya9786,jos malingnya lolos,positif,0
2024-10-18T15:51:09Z,@herolherol1508,probolinggo buk risma,netral,2
2024-10-18T15:47:35Z,@trinasari9122,bu risma yesss,netral,2
2024-10-18T15:47:16Z,@kadirrachmiyati8071,bu risma hans,positif,2
2024-10-18T15:44:38Z,@CeritaNasehat,semoga bu risma terpilih gubernur jatim aamiin,netral,2
2024-11-02T09:05:16Z,@darmuji6276,g doyan khofifah,netral,1
2024-10-18T15:44:27Z,@2rfamily195,nomor kesane kayak sempurna,negatif,0
2024-10-18T15:40:45Z,@jaggerwolf_jgw,gak salah denger bu khofifah bilang pengangguran jawa timur terbuka rendah banding pengangguran indonesia btw jawa timur negara kah ko bandingin indonesia kalo bandingin jabar oke sih dki,netral,1
2024-10-18T15:50:53Z,@SamjayaTeknik,nama nya indek tolak ukur ya patokan indek nasional daerah patokan daerah tolak ukur lomba bro,netral,0
2024-10-19T01:40:48Z,@chochoasen1476,coba balenono trus cerna en sing genah,netral,0
2024-10-20T07:25:54Z,@zakariasundulangit1215,tolak ukurnya indeks nasional br br daerah br daerah datanya ga valid anggaran beda beda br contoh papua sumatera jawa beda br br penggunaan pembanding indeks nasional sesuai,netral,0
2024-10-18T15:40:26Z,@DavidSakari-y1j,warga sulawesi bangga provinsi jawa timur yg dimna pemimpin dipimpin perempuan,netral,0
2024-10-18T17:50:07Z,@dachangsengRack,lhaa sy org asli palu udh sby sukaa ajaaa presedenn,netral,0
2024-10-18T15:38:09Z,@ariezzel6752,petahana bnyak yg dukung partainya kuasa dana risma mengalahkannya,netral,2
2024-10-18T15:45:52Z,@tonifirmanto4909,auto mas,netral,0
2024-10-19T02:27:33Z,@unclesam3394,iso,netral,0
2024-10-22T06:39:22Z,@PakSahroni-l9j,bismillah b risma izin allah memimpin,netral,2
2024-11-01T03:08:52Z,@oiandreas6205,,netral,0
2024-10-18T15:37:15Z,@DavidSakari-y1j,bu chofifah br lanjutkan,netral,0
2024-10-18T17:49:53Z,@danyantono163,korupsinya,netral,0
2024-10-18T18:56:43Z,@agsm137,cih br jan memalukan muslimat kejar kpk,netral,0
2024-10-18T15:36:52Z,@ariezzel6752,coba pilih bu risma,netral,2
2024-10-18T18:00:11Z,@imamgojali5339,mbok pikir jual beli sepeda bekas test drive pilih ya pilih aja pertimbangan pemikiran,netral,0
2024-10-19T09:51:29Z,@sulungRagil-lb2bs,terimakasih,netral,0
2024-10-18T15:36:17Z,@andangriyanto4122,,netral,0
2024-10-18T15:35:44Z,@rakirekutchanel,bu risma terbaik,positif,2
2024-10-18T15:34:36Z,@rhychand5374,bu khofifah,netral,1
2024-10-18T19:33:23Z,@purwakarya9786,,netral,0
2024-10-18T15:34:11Z,@zackypunk9910,semoga bu risma menang,netral,2
2024-10-18T15:33:52Z,@fauzibajawa8966,bu khoififah smg jad gubenur,netral,3
2024-10-18T15:33:43Z,@setiawanc3813,bu risma,netral,2
2024-10-18T15:52:56Z,@febryfadhillah,bu risma kuu,netral,2
2024-10-18T15:33:09Z,@margonomono1122,bu risama ki ono turunane tomo po,netral,0
2024-10-18T18:46:21Z,@agsm137,mojo,netral,0
2024-10-18T15:32:57Z,@fmsdx5597,kediri bismillah mak risma jatim,netral,2
2024-10-18T15:31:25Z,@hobitanaman6302,bu risma ketegasan kepemimpinan beliau membawa kemajuan jawa timur,netral,2
2024-10-18T15:28:56Z,@Suparno-s5y,bu risma pilihan,positif,2
2024-10-18T15:27:54Z,@dikdiknurmansyah2267,bu risma keren,netral,2
2024-10-18T15:26:21Z,@ferypebruari7423,bu risma,netral,2
2024-10-18T15:37:37Z,@ARA-z2,gubernur jatim masyarakatnya tau aneh emang turun,netral,3
2024-10-18T15:26:18Z,@mustofa7568,bu,netral,0
2024-10-18T15:24:39Z,@dianrana5239,,netral,0
2024-10-18T15:24:35Z,@pungbgts7364,dejavu br bu khofifah mundur menteri sosial gubernur jawa timur br bu risma mundur menteri sosial semoga gubernur jawa timur br aamiin,netral,1
2024-10-18T18:20:55Z,@slametarivinarivin4628,amien menang bu risma gus hanss tok,netral,2
2024-10-18T20:05:22Z,@H.A86,aamiin,netral,0
2024-10-19T01:08:52Z,@Machmudah-ni8sb,aamiin,netral,0
2024-10-19T06:27:40Z,@NyomanDerana,madura coblos nomer risma,netral,2
2024-10-19T07:42:12Z,@abdulrhmanmakkah6316,amiin bu risma insya allah yg terbaik,netral,2
2024-10-18T15:24:13Z,@AchmadShopyan-c4m,bu risma,netral,2
2024-10-18T15:24:09Z,@ChongFookheong,bu risma,netral,2
2024-10-18T15:23:07Z,@leny2692,risma han,netral,2
2024-10-18T15:22:31Z,@ranvi4827,no urut tuh,positif,0
2024-10-18T15:20:22Z,@rizkynurhidayat6267,like bu risma br komen bu khofifah br br yuks vote,netral,1
2024-10-18T15:25:59Z,@NabilAmsir,bu khofifah dn mas emil ogah pilih yg ujung banteng,netral,1
2024-10-18T15:37:15Z,@cahyofajar8658,bu risma donk,positif,2
2024-10-18T15:43:23Z,@mochmahrusmahrus3435,bu risma yes,netral,2
2024-10-18T15:43:41Z,@SamjayaTeknik,ogah pilih yg kebonya entar skor maalu,netral,0
2024-10-18T16:59:08Z,@Huda86-fd5ek,samjayateknikyang kemaren dikunjungi kpk ya duhh ogah pake bingit kalo berbau kapeka,netral,0
2024-10-18T15:19:34Z,@iqwanaroby1701,bu,netral,0
2024-10-18T15:17:50Z,@fauzalaili,bu,netral,0
2024-10-18T15:17:31Z,@Oksen.,bu,netral,0
2024-10-18T15:17:01Z,@azmanash5930,,netral,0
2024-10-18T15:15:23Z,@miftahquljayarosita4908,wayah e rissmmaaa,netral,0
